
metadata
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,
1,,,2012-08-05T09:09:05Z,,13.060383796691895,80.236179828643799,13.065919876098633,80.244180858135223,

author
ID,name,email,

copyright
year,license,author,

link
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,
1,,,,,,,"Garmin International",,http://www.garmin.com,

rte
ID,name,cmt,desc,src,number,type,

trk
ID,name,cmt,desc,src,number,type,
1,"ACTIVE LOG 087",,,,,,

trkseg
ID,trkID,
1,1,

wpt
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,
1,13.062511207535863,80.238844351842999,21.27478,,,,"0014","001","001",,"Flag",,,,,,,,,,,,,,,
2,13.061183094978333,80.238726921379566,11.180908000000001,,,,"0026","002","002",,"Flag",,,,,,,,,,,,,,,
3,13.060432663187385,80.238499268889427,16.708496,,,,"0035","003","003",,"Flag",,,,,,,,,,,,,,,
4,13.061563465744257,80.237059593200684,11.661621,,,,"0044","004","004",,"Flag",,,,,,,,,,,,,,,
5,13.063230877742171,80.236228946596384,12.622925,,,,"0054","005","005",,"Flag",,,,,,,,,,,,,,,
6,13.063845355063677,80.236288290470839,18.150513,,,,"0063","006","006",,"Flag",,,,,,,,,,,,,,,
7,13.064768454059958,80.237300070002675,43.625121999999998,,,,"0073","007","007",,"Flag",,,,,,,,,,,,,,,
8,13.064812878146768,80.238886345177889,24.158569,,,,"0083","008","008",,"Flag",,,,,,,,,,,,,,,
9,13.065354432910681,80.241181729361415,41.942870999999997,,,,"0093","009","009",,"Flag",,,,,,,,,,,,,,,
10,13.063628179952502,80.243625724688172,32.329833999999998,,,,"0102","010","010",,"Flag",,,,,,,,,,,,,,,
11,13.063229955732822,80.244180858135223,19.832764000000001,,,,"0113","011","011",,"Flag",,,,,,,,,,,,,,,
12,13.063230374827981,80.24348683655262,30.166869999999999,,,,"0123","012","012",,"Flag",,,,,,,,,,,,,,,
13,13.062638780102134,80.243320791050792,18.631104000000001,,,,"0133","013","013",,"Flag",,,,,,,,,,,,,,,
14,13.062508944422007,80.243308888748288,19.352173000000001,,,,"0143","014","014",,"Flag",,,,,,,,,,,,,,,
15,13.06205908767879,80.243217442184687,20.073119999999999,,,,"0153","015","015",,"Flag",,,,,,,,,,,,,,,
16,13.061341093853116,80.243121217936277,30.407226999999999,,,,"0163","016","016",,"Flag",,,,,,,,,,,,,,,
17,13.061373364180326,80.2410823199898,44.105956999999997,,,,"0172","017","017",,"Flag",,,,,,,,,,,,,,,
18,13.06240257807076,80.241155913099647,29.686278999999999,,,,"0182","018","018",,"Flag",,,,,,,,,,,,,,,
19,13.063830267637968,80.241190195083618,37.136353,,,,"0192","019","019",,"Flag",,,,,,,,,,,,,,,
20,13.06235765106976,80.240760203450918,3.250122,,,,"0202","020","020",,"Flag",,,,,,,,,,,,,,,

rtept
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,

trkpt
ID,trksegID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,atemp,wtemp,depth,hr,cad,
1,1,13.062872886657715,80.238132476806641,18.402343999999999,2012-08-05T05:22:57Z,,,,,,,,,,,,,,,,,,,,,
2,1,13.062872886657715,80.238132476806641,18.402343999999999,2012-08-05T05:23:01Z,,,,,,,,,,,,,,,,,,,,,
3,1,13.062829971313477,80.238132476806641,16.960449000000001,2012-08-05T05:23:19Z,,,,,,,,,,,,,,,,,,,,,
4,1,13.062808513641357,80.238196849822998,15.518433,2012-08-05T05:23:23Z,,,,,,,,,,,,,,,,,,,,,
5,1,13.062787055969238,80.238218307495117,15.03772,2012-08-05T05:23:26Z,,,,,,,,,,,,,,,,,,,,,
6,1,13.062787055969238,80.238239765167236,14.076416,2012-08-05T05:23:42Z,,,,,,,,,,,,,,,,,,,,,
7,1,13.062787055969238,80.238239765167236,14.076416,2012-08-05T05:23:44Z,,,,,,,,,,,,,,,,,,,,,
8,1,13.062808513641357,80.238218307495117,14.557007,2012-08-05T05:23:48Z,,,,,,,,,,,,,,,,,,,,,
9,1,13.062808513641357,80.238218307495117,15.03772,2012-08-05T05:23:49Z,,,,,,,,,,,,,,,,,,,,,
10,1,13.062829971313477,80.238196849822998,15.518433,2012-08-05T05:24:04Z,,,,,,,,,,,,,,,,,,,,,
